mjsdxxb12q3bA01	16的平方根是（)<br/>
mjhsfzzzsjzkfx405	如图甲，\\[\\vartriangle ABC\\]中，\\[AB=AC\\]，以\\[AB\\]为直径的\\[\\odot O\\]分别与边\\[BC\\]和\\[AC\\]相交于点\\[E\\]和\\[F\\]，过\\[E\\]作\\[\\odot O\\]的切线交边\\[AC\\]于\\[H\\]．<br/>（1）求证：\\[CH=FH\\]；<br/>（2）如图乙，连接\\[OH\\]，若\\[OH=\\sqrt{7}\\]，\\[HC=1\\]，求\\[\\odot O\\]的半径．<br/>
mjhsfzzzsjzkfx406	如图，在边长为1的等边\\[\\vartriangle OAB\\]中，以边\\[AB\\]为直径作\\[\\odot D\\]，以\\[O\\]为圆心\\[OA\\]长为半径作\\[\\odot O\\]，\\[C\\]为半圆弧\\[AB\\]上不与\\[A\\]、\\[B\\]重合的一动点，射线\\[AC\\]交\\[\\odot O\\]于点\\[E\\]，\\[BC=a,AC=b\\]．<br/>（1）求证：\\[AE=b+\\sqrt{3}a\\]；<br/>（2）求\\[a+b\\]的最大值；<br/>（3）若\\[m\\]是关于\\[x\\]的方程\\[{{x}^{2}}+\\sqrt{3}ax={{b}^{2}}+\\sqrt{3}ab\\]的一个根，求<img src='http://qfile.bd.starclink.com/bigdata_q_mjhsfzzzsjzkfx406__img_0.png?t=1513653208015' style='width:11.25pt;height:9.75pt;max-width:100%;'/>的取值范围．<br/>
mshsy11Adlzy1401	圆弧长度等于圆内接正三角形的边长，则其圆心角弧度数为（   ）<br/>
mshsy11Adlzy1402	已知角\\[\\alpha \\]的终边过点\\[P\\left( -4m,3m \\right)\\left( m< 0 \\right)\\]，则\\[2\\sin \\alpha +\\cos \\alpha \\]的值是（ ）<br/>
mshsy11Adlzy1403	若\\[3\\sin \\alpha +\\cos \\alpha =0\\]，则<img src='http://qfile.bd.starclink.com/bigdata_q_mshsy11Adlzy1403__img_0.png?t=1513298847968' style='width:75.74pt;height:30.75pt;max-width:100%;'/>的值为(      ).<br/>
mshsy11Adlzy1404	设\\[\\cos \\left( -{{80}^{\\circ }} \\right)=m\\]，那么<img src='http://qfile.bd.starclink.com/bigdata_q_mshsy11Adlzy1404__img_0.png?t=1513298834156' style='width:71.99pt;height:16.50pt;max-width:100%;'/>  <br/>
mshsy11Adlzy1405	已知函数\\[f\\left( x \\right)=\\sin x\\left| \\cos x \\right|\\]，则下列说法错误的是（   ）<br/>
mshsy11Adlzy1406	已知函数\\[f\\left( x \\right)=2\\sin \\left( \\omega x+\\varphi  \\right)+1\\left( \\omega > 0,\\left| \\varphi  \\right|\\le \\frac{\\pi }{2} \\right)\\]，其图象与直线\\[y=-1\\]相邻两个交点的距离为\\[\\pi \\]，若\\[f\\left( x \\right)> 1\\]对于任意的\\[x\\in \\left( -\\frac{\\pi }{12},\\frac{\\pi }{3} \\right)\\]恒成立，则\\[\\varphi \\]的取值范围是(    )<br/><br/>
mshsy11Adlzy1407	计算\\[{{\\left( -8 \\right)}^{\\frac{2}{3}}}+{{e}^{\\text{ln}4}}+\\text{lo}{{\\text{g}}_{\\frac{1}{2}}}\\sqrt{3}\\cdot \\text{lo}{{\\text{g}}_{3}}8=\\]_____________．<br/>
mshsy11Adlzy1408	函数\\[f\\left( x \\right)=lo{{g}_{a}}\\left( 3-a{{x}^{2}} \\right)\\]在\\[\\left( 0,1 \\right]\\]为减函数，则\\[a\\]的取值范围是_________．<br/>
mshsy11Adlzy1409	已知函数\\[f\\left( x \\right)=\\left\\{ \\begin{align}  & \\left| {{x}^{2}}+5x+4 \\right|,x\\le 0 \\\\  & 2\\left| x-2 \\right|,x> 0 \\\\ \\end{align} \\right.\\]，若方程\\[f\\left( x \\right)-m\\left| x \\right|=0\\]恰有\\[4\\]个互异的实数根，则实数\\[m\\]的取值范围为__________．<br/>
mshsy11Adlzy1410	已知函数\\[f\\left( x \\right)=\\frac{2{{x}^{2}}}{x+1}\\]，函数\\[g\\left( x \\right)=a\\text{sin}\\left( \\frac{\\pi }{6}x \\right)-2a+2,a>0\\]，若存在\\[{{x}_{1}}\\in \\left[ 0,1 \\right]\\]，对任意\\[{{x}_{2}}\\in \\left[ 0,1 \\right]\\]都有\\[f\\left( {{x}_{1}} \\right)=g\\left( {{x}_{2}} \\right)\\]成立，则实数\\[a\\]的取值范围是____________.<br/>
mshsy11Adlzy1411	已知\\[\\sin \\alpha =\\frac{4-2m}{m+5},\\cos \\alpha =\\frac{m-3}{m+5}\\]，\\[\\alpha \\]是第四象限角，则\\[\\tan \\alpha \\]的值为_________.<br/>
mshsy11Adlzy1412	函数\\[f\\left( x \\right)=\\frac{2{{x}^{2}}+x+\\sin x+2}{{{x}^{2}}+1}\\]在\\[\\left( -\\infty ,+\\infty  \\right)\\]上的最小值和最大值之和为_________.<br/>
mshsy11Adlzy1413	已知函数\\[f\\left( x \\right)=x+{{\\log }_{2}}\\frac{1+x}{1-x}\\].<br/>（1）求\\[f\\left( \\frac{1}{2017} \\right)+f\\left( -\\frac{1}{2017} \\right)\\]的值；<br/>（2）判断并证明函数\\[f\\left( x \\right)\\]的单调性.<br/>
mshsy11Adlzy1414	已知函数\\[f\\left( x \\right)=2a\\sin \\left( 2x+\\frac{\\pi }{6} \\right)+a+b\\]的定义域是\\[\\left[ 0,\\frac{\\pi }{2} \\right]\\]，值域是\\[\\left[ -5,1 \\right]\\]，求\\[a,b\\]的值.<br/>
mshsy11Adlzy1415	已知函数\\[f\\left( x \\right)=2\\sin \\left( \\omega x+\\varphi -\\frac{\\pi }{6} \\right)\\left( 0< x< \\pi ,\\omega > 0 \\right)\\]为偶函数，且函数\\[y=f\\left( x \\right)\\]图象的两相邻对称轴间的距离为\\[\\frac{\\pi }{2}\\].<br/>（1）求\\[f\\left( \\frac{\\pi }{8} \\right)\\]的值；<br/>（2）函数\\[y=f\\left( x \\right)\\]的图象向右平移\\[\\frac{\\pi }{6}\\]个单位后，再将得到的图象上各点的横坐标伸长到原来的4倍，纵坐标不变，得到函数\\[y=g\\left( x \\right)\\]的图象，求\\[g\\left( x \\right)\\]的单调递减区间.<br/>
hjkszyb8A6c18k01	为提醒大家牢记九一八事变，勿忘国耻，居安思危，我国每年都在9月18日鸣放防空警报。当年，日本制造这一事变的借口是（　　）<br/>
hjkszyb8A6c18k02	九一八事变后，东北人民和未撤走的东北军部队组织起抗日义勇军，抵抗日军的侵略。中国共产党也在东北组织游击队，开展抗日游击战争。下列人物中，曾是当时游击队的领导者的是（　　）<br/>
hjkszyb8A6c18k03	九一八事变后，中国人民的抗日战争进入（　　）<br/>
hjkszyb8A6c18k04	右图为伪满洲国界碑，请判断这张照片最早可能摄于（　　）<br/>
hjkszyb8A6c18k05	下图是号称“中国第一所流亡大学”一一一一东北大学迁徙路线图（局部）。东北大学迁人关内的原因是（　　）<br/>
hjkszyb8A6c18k06	揭露了日本侵略者企图吞并华北的阴谋，打击了国民政府对日妥协的政策，促进了全国抗日救亡运动新高潮到来的事件是（　　）<br/>
hjkszyb8A6c18k07	西安事变后，中共派往西安参加谈判的代表是（　　）<br/>
hjkszyb8A6c18k08	按时间先后顺序排列下列史实，正确的是（　　）<br/>①中共提出建立全国抗日民族统一战线的主张②西安事变<br/>③抗日民族统一战线初步形成④九一八事变后，民族矛盾上升<br/>
hjkszyb8A6c18k09	阅读下列材料：<br/>材料一    1936年12月12日清晨，张学良、杨虎城派兵到华清池逮捕了蒋介石，囚禁了西安城内的国民党军政要员。接着，他们向全国发出通电，提出抗日救国八项主张，呼吁停止内战，联共抗日。这次逼蒋抗日的行动，历史上称为“西安事变”。<br/>材料二    1936年12月12日，蒋介石被扣押后，有人说：“蒋介石杀害了成千上万的共产党人和革命群众，我们应该杀了他，报仇雪恨！"有人说：“国难当头，国际、国内形势复杂，应该和平解决事变，蒋介石只要停止内战，一致抗日，就放了他。”<br/>请回答：<br/>（1）根据材料一，分析张学良、杨虎城发动西安事变的目的。<br/>（2）西安事变发生后，中国共产党支持材料二中的哪一种观点？支持的原因是什么？<br/>（3）结合所学知识，分析西安事变和平解决的历史意义。<br/>
pjszjczx1xqjdcs8A01	炎热的夏天人们总喜欢在“树荫”下乘凉，这“树荫”形成的原因是（　　）<br/>
pjszjczx1xqjdcs8A02	下列光学知识中，说法错误的是（　　）<br/>
pjszjczx1xqjdcs8A03	描绘纯美青春的《再别康桥》诗句中蕴含了丰富的光学知识，下列说法正确的（   ）<br/>
pjszjczx1xqjdcs8A04	某班同学在“探究凸透镜成像规律”的实验中，记录并绘制了像到凸透镜的距离\\[v\\]跟物体到凸透镜的距离\\[u\\]之间关系的图象，如图所示，下列判断正确的是（　　）<br/>
pjszjczx1xqjdcs8A05	以下能正确说明人看到水中筷子偏折现象的光路是（　　）<br/>
pjszjczx1xqjdcs8A06	小明身高为\\[1.5\\text{m}\\]．站立在平面镜前\\[2\\text{m}\\]处，他慢慢靠近平面镜，则他的像到镜面距离和像的大小变化描述正确的是（　　）<br/>
pjszjczx1xqjdcs8A07	如图是德国设计师设计的一个球形透镜太阳能系统，通过透镜聚光之后再发电，此透镜是一个(    )<br/>
pjszjczx1xqjdcs8A08	如图所示，小红同学在做“探究凸透镜成像规律”实验时，烛焰在图示位置时能在光屏上成清晰的像．下列说法正确的是（　　）<br/>
pjszjczx1xqjdcs8A09	如图所示是近视眼和远视眼的成因示意图．下列说法正确的是（　　）<br/>
pjszjczx1xqjdcs8A10	如图，让一束太阳光照射三棱镜，射出的光射到竖直放置的白屏上.以下说法正确的是(    )<br/>
pjszjczx1xqjdcs8A11	下列关于不可见光的说法中正确的是(    )<br/>
pjszjczx1xqjdcs8A12	如图所示，\\[MN\\]是凸透镜的主光轴，\\[P\\]、\\[Q\\]、\\[S\\]是在主光轴上的三个位置，把一物点放在\\[P\\]处，像成在\\[Q\\]处，把物放在\\[Q\\]处，凸透镜位置不变，像成在\\[S\\]处，则可判断凸透镜的位置在（　　）<br/>
pjszjczx1xqjdcs8A1301	_________________<br/>
pjszjczx1xqjdcs8A1302	_________________<br/>
pjszjczx1xqjdcs8A1401	_________________<br/>
pjszjczx1xqjdcs8A1402	_________________<br/>
pjszjczx1xqjdcs8A1501	_________________<br/>
pjszjczx1xqjdcs8A1502	_________________<br/>
pjszjczx1xqjdcs8A1503	_________________<br/>
pjszjczx1xqjdcs8A16	检查视力的时候，视力表到平面镜的距离是\\[2.3\\text{m}\\]，被测者在视力表前\\[0.4\\text{m}\\]通过平面镜识别视力表的像（如图所示），则视力表在镜中的像与被测者相距\\[\\_\\_\\_\\_\\text{m}\\]．<br/>
pjszjczx1xqjdcs8A1701	_________________<br/>
pjszjczx1xqjdcs8A1702	_________________<br/>
pjszjczx1xqjdcs8A1801	_________________<br/>
pjszjczx1xqjdcs8A1802	_________________<br/>
pjszjczx1xqjdcs8A1901	_________________<br/>
pjszjczx1xqjdcs8A1902	_________________<br/>
pjszjczx1xqjdcs8A1903	_________________<br/>
pjszjczx1xqjdcs8A1904	_________________<br/>
pjszjczx1xqjdcs8A2001	_________________<br/>
pjszjczx1xqjdcs8A2002	_________________<br/>
pjszjczx1xqjdcs8A2101	_________________<br/>
pjszjczx1xqjdcs8A2102	_________________<br/>
pjszjczx1xqjdcs8A2201	_________________<br/>
pjszjczx1xqjdcs8A2202	_________________<br/>
pjszjczx1xqjdcs8A2301	_________________<br/>
pjszjczx1xqjdcs8A2302	_________________<br/>
pjszjczx1xqjdcs8A2401	_________________<br/>
pjszjczx1xqjdcs8A2402	_________________<br/>
pjszjczx1xqjdcs8A2501	_________________<br/>
pjszjczx1xqjdcs8A2502	_________________<br/>
pjszjczx1xqjdcs8A26	按照要求完成作图，要求保留作图痕迹<br/>（1）在图甲作出物体\\[AB\\]在平面镜中所成的像\\[{A}'{B}'\\]<br/>（2）在图乙中画出入射光线\\[AO\\]的反射光线和折射光线的大概位置<br/>（3）如图丙所示，将光路图补充完整.(\\[O\\]为光心，\\[F\\]为焦点) <br/>（4）如图丁所示，小孔前有一物体\\[AB\\]，请画出\\[AB\\]经过小孔成像的光路图，并在光屏\\[MN\\]上标出\\[AB\\]所成的像\\[{A}'{B}'\\]。<br/>
pjszjczx1xqjdcs8A27	小宇在探究“光的反射规律”时将一块平面镜放在水平桌面上，再把一张硬纸板竖直放在平面镜上，让一束光线贴着纸板沿\\[EO\\]方向入射，如图甲所示.<br/>（1）小宇想探究反射光线、入射光线和法线是否在同一平面内，他的下一步操作是把纸板\\[B\\]____________________.<br/>（2）改变入射角大小做三次实验后将数据记录在右表中，根据数据得出的一条光的反射规律是________________.<br/>（3）另一同学也把一束光贴着纸板\\[A\\]射到\\[O\\]点(如图乙所示)，但纸板并未与平面镜垂直，但\\[A\\]、\\[B\\]板在同一个平面内，他________(选填“能”或“不能”)在纸板\\[B\\]上看到反射光线.<br/>
pjszjczx1xqjdcs8A28	小芳想探究“平面镜成像特点”，她找到了如图1所示的一些实验器材：<br/>（1）实验中选\\[F\\]（玻璃板）作为反射面，目的是________________同时她应该选择________两根蜡烛（填写代表实验器材的字母）<br/>（2）选好器材后，她将器材按照如图2甲所示位置摆放好，若将镜前蜡烛称为蜡烛\\[A\\]，镜后蜡烛称为蜡烛\\[B\\]，则小芳要想观察到蜡烛\\[A\\]所成的像，她应在蜡烛________(\\[A/B\\])一侧观察．<br/>（3）实验中发现蜡烛成两个像，原因是___________________________．<br/>（4）小芳对(3)中出现的问题进行分析和改进后重新开始实验，点燃蜡烛\\[A\\]，在玻璃板后面移动蜡烛\\[B\\]，直到与\\[A\\]的像完全重合，在这个过程中蜡烛\\[B\\]________（应该/不应该）被点燃.<br/>（5）如图2乙是小芳的实验记录，通过分析发现像与物到镜面的距离相等，像与物的连线与玻璃板垂直．她马上得出了结论：平面镜成像时像与物关于平面镜成轴对称，你认为小芳实验的不足之处是_____________<br/>（6）如图3所示是从墙壁上的平面镜中观察到的时钟图，则当时的时间是(   )<br/>A.2:35      B.2:25       C.9:35      D.9:25<br/>（7）如果用一张白纸去像的位置接收像，白纸上_____(能/不能)接收到像。<br/>
pjszjczx1xqjdcs8A29	用焦距为\\[10\\text{cm}\\]的凸透镜做“探究凸透镜成像规律”的实验，如图所示.(凸透镜的位置固定不动)<br/>(1)为了便于观察实验现象，实验环境应该_________(选填“较亮”或“较暗”)一些，此实验过程中蜡烛燃烧后逐渐变短，则光屏上烛焰的像将逐渐向_________移动.<br/>(2)记录实验数据表中①处应填写_________，②处应填写_________.请根据实验序号4的成像规律，写出在生活中的一个应用_________.<br/>(3)若已在光屏上成清晰的像，此时用遮光布遮住凸透镜的下小半部分，则所成的烛焰的像为_________(选填“不完整的像”“亮度相同的完整像”或“亮度稍暗的完整的像”).<br/>(4)从实验次序1、2、3可以看出，当成实像时，物体到透镜的距离逐渐变大，光屏上像的大小逐渐变_________.（选填“大”或“小”）<br/>(5)小芳同学固定好蜡烛和凸透镜，但无论怎么移动光凭，光凭上都找不到像，则可能出现了虚像的情况，为了能看到这个虚像，则小芳应该在图示透镜____（选填“左”或“右”）侧观察.<br/>(6)小红在早上9:00利用太阳光进行观察凸透镜焦点的活动，她将凸透镜与水平地面平行放置，调节凸透镜到地面的距离，直至地面上出现一个最小的亮点，她认为此点就是凸透镜的焦点.你认为她在活动过程存在的问题是_________.<br/>
pjszjczx1xqjdcs8A30	某同学自制了一个口径不变的“水凸透镜”来模拟人眼的晶状体，通过注射器向“水凸透镜”中注水或向外抽水，改变“水凸透镜”的厚度．（注水后水透镜变厚，抽水后水透镜变薄），实验装置如图所示．<br/>（1）将平行光源、“水凸透镜”和光屏放在光具座上，调整平行光源、光屏的中心在水透镜的_____________上.<br/>（2）实验中，打开平行光源，在光屏上找到最小最亮的光点后，则这个点就是该水透镜的________.<br/>（3）向水透镜内注水，则该水透镜的会聚能力变_____（选填“强”或“弱”），焦距变________（选填“大”或“小”），此时模拟的是人眼观察_____（选填“由远处到近处”或“由近处到远处”）物体时晶状体的变化.<br/>
pjszjczx1xqjdcs8A31	学生李潇在水塘中看到形状特殊的“虾”.<br/>(1)如图甲所示，他看到的“虾”（在B点）是因为光的_________而形成的______（选填“实”或“虚”）像，真正的虾在水中_________(选填“C”“D”“E”或“F”)处.他用激光笔从A点向_________(选填“B”“C”“D”“E”或“F”)处射出光束,即可把虾照亮.<br/>(2)拍照得到虾的胶片后，他用如图乙所示的幻灯机展示给同学们看.<br/>①胶片上虾的头部朝_________(选填“上”或“下”).<br/>②测得胶片到凸透镜的距离为\\[\\text{8cm}\\]，则该凸透镜的焦距可能是(    )<br/>A.\\[\\text{2cm}\\]            B.\\[\\text{7cm}\\]            C.\\[\\text{9cm}\\]             D.\\[10\\text{cm}\\] <br/>③要使像变得更大，应将幕布向_________(选填“左”或“右”)移，并将凸透镜向_________ (选填“左”或“右”)移.<br/>
pjszjczx1xqjdcs8A32	如表是小明同学在硬纸板上挖孔所做的研究太阳（太阳形状为圆形）的小孔成像实验记录表.<br/>小明和他的同学分析上表的结果，得出了一些结论，请你帮他们补充完整:<br/>(1)小孔成像是由于___________形成的.<br/>(2)当小孔到地面的距离足够小，地面上的光斑与小孔的形状是___________(选填“一致的”或“不一致的”)，这________（选填“是”或“不是”）太阳的像.<br/>(3)要使太阳通过小孔成像，必须注意小孔的大小和小孔到地面的距离，当_______一定时，小孔越___________(选填“大”或“小”)，地面上就越容易得到太阳的像.<br/>(4)如上表所示，当小孔的最大外径为\\[\\text{5mm}\\]，小孔距地\\[\\text{80cm}\\]时，用一张卡片覆盖在△孔上(相当于把孔变小)，遮住孔的一部分，让太阳光透过小孔，与不遮住小孔相比，光斑的形状___________(选填“变化”或“不变”)，亮度___________(选填“变亮”“变暗”或“不变”).<br/>
pjszjczx1xqjdcs8A15	如图，在一张不透光的纸上用针扎一个直径约\\[1\\text{mm}\\]的小孔，让灯罩透明的白炽灯泡发出的光穿过小孔射到白纸上，在白纸上可看到一个清晰的______(选填“灯丝”或“灯泡”)的像，这是由于光的______产生的.若小孔的形状发生改变，像的形状将________(选填“改变”或“不变”).<br/>
pjszjczx1xqjdcs8A24	某同学用单反照相机拍摄远处的风景，由于距离远他发现在镜头内的像偏小，为了使像变大，他可以让镜头_______（选填“向外伸出去些”或“向内缩回来些”）；若他采取换镜头的方式使像变大，应该换用一个焦距更_____（选填“大”或“小”）的镜头.<br/>
